DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA NAME,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,Weapon Desc,Status Desc,LOCATION
221612154,9/7/2022,11/16/2021,1300,Foothill,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",72,F,O,,Invest Cont,9500    LAUREL CANYON                BL
221017536,12/11/2022,6/8/2021,530,West Valley,THEFT OF IDENTITY,26,M,W,,Invest Cont,4900    BALBOA                       BL
220714169,9/16/2022,9/1/2021,2300,Wilshire,INTIMATE PARTNER - SIMPLE ASSAULT,34,F,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,1800 S  LA BREA                      AV
210119714,11/10/2022,11/1/2021,1930,Central,VEHICLE - STOLEN,0,,,,Invest Cont,400 S  FLOWER                       ST
230110073,4/7/2023,6/25/2021,1100,Central,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",-1,X,X,,Invest Cont,800 S  GRAND                        AV
221716705,11/28/2022,9/21/2021,800,Devonshire,INTIMATE PARTNER - SIMPLE ASSAULT,28,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,18400    PLUMMER                      ST
220512744,8/21/2022,8/7/2021,1600,Harbor,VEHICLE - STOLEN,0,,,,Invest Cont,QUAY                         ST
221012307,8/1/2022,1/1/2021,2340,West Valley,THEFT OF IDENTITY,41,M,W,,Invest Cont,5600    ETIWANDA                     AV
230604298,1/8/2023,11/25/2021,400,Hollywood,BURGLARY,39,F,A,UNKNOWN WEAPON/OTHER WEAPON,Adult Arrest,1200    LODI                         PL
220717602,12/9/2022,12/9/2021,1,Wilshire,THEFT PLAIN - PETTY ($950 & UNDER),56,F,O,,Invest Cont,800 N  LA BREA                      AV
220615355,8/29/2022,8/15/2021,1200,Hollywood,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",57,M,W,,Invest Cont,6400    SANTA MONICA                 BL
220414179,10/11/2022,8/1/2021,600,Hollenbeck,THEFT OF IDENTITY,33,F,H,,Invest Cont,3400    LEE                          ST
220813009,8/8/2022,5/24/2021,1,West LA,DOCUMENT FORGERY / STOLEN FELONY,25,M,O,,Invest Cont,16600    PEQUENO                      PL
221412522,6/16/2022,10/22/2021,1000,Pacific,THEFT PLAIN - PETTY ($950 & UNDER),48,F,W,,Invest Cont,3700    MOTOR                        AV
220711798,7/18/2022,8/18/2021,1300,Wilshire,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",0,,,,Invest Cont,1900    LA CIENEGA                   BL
221215069,6/22/2022,6/13/2021,1700,77th Street,BURGLARY FROM VEHICLE,69,F,B,,Invest Cont,8700 S  HARVARD                      BL
220321533,12/8/2022,12/21/2021,1300,Southwest,BURGLARY,50,F,B,,Invest Cont,3400    LA CIENEGA                   BL
221114722,10/5/2022,10/3/2021,1200,Northeast,THEFT OF IDENTITY,52,F,W,,Invest Cont,2100    FAIR PARK                    AV
232009766,4/7/2023,9/20/2021,1715,Olympic,THEFT OF IDENTITY,55,F,A,,Invest Cont,100 S  NORMANDIE                    AV
221612200,9/8/2022,12/1/2021,1550,Foothill,THEFT OF IDENTITY,41,M,H,,Invest Cont,7600    LAUREL CANYON                BL
222018026,12/5/2022,11/21/2021,800,Olympic,"BUNCO, GRAND THEFT",57,M,H,,Invest Cont,800 S  NORMANDIE                    AV
231506751,3/7/2023,1/1/2021,1430,N Hollywood,ORAL COPULATION,9,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,5500    CORTEEN                      PL
231708388,4/19/2023,7/19/2021,1525,Devonshire,THEFT OF IDENTITY,40,M,B,,Invest Cont,9400    CORBIN                       AV
220613179,7/14/2022,9/25/2021,1900,Hollywood,ROBBERY,36,F,B,HAND GUN,Invest Cont,HAWTHORN
221412588,6/18/2022,9/21/2021,1200,Pacific,OTHER MISCELLANEOUS CRIME,32,M,A,,Adult Other,3300    MENTONE                      AV
230706884,3/2/2023,4/12/2021,1715,Wilshire,THEFT OF IDENTITY,54,M,B,,Invest Cont,5300    WILSHIRE                     BL
231310235,5/5/2023,7/5/2021,1430,Newton,THEFT OF IDENTITY,24,F,B,,Invest Cont,100 W  55TH                         ST
230804379,1/11/2023,12/3/2021,800,West LA,TRESPASSING,78,F,W,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,800    COMSTOCK                     AV
221111227,7/6/2022,11/10/2021,1700,Northeast,DOCUMENT FORGERY / STOLEN FELONY,57,M,O,,Invest Cont,3800    INGLIS                       DR
222013073,6/9/2022,12/9/2021,700,Olympic,THEFT OF IDENTITY,39,F,B,,Invest Cont,500 S  MARIPOSA                     AV
221418087,10/25/2022,3/28/2021,800,Pacific,THEFT OF IDENTITY,25,F,W,,Invest Cont,3000    INGLEWOOD                    BL
220815214,10/3/2022,5/13/2021,800,West LA,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",54,F,W,,Adult Arrest,2000    CENTURY PARK
220712734,8/10/2022,7/29/2021,1200,Wilshire,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",26,M,H,,Invest Cont,2400 S  COCHRAN                      AV
220317782,10/3/2022,3/3/2021,900,Southwest,THEFT OF IDENTITY,35,M,B,,Invest Cont,1800 W  ADAMS                        BL
230908087,4/12/2023,1/30/2021,1255,Van Nuys,THEFT OF IDENTITY,35,F,W,,Invest Cont,4700    KESTER                       AV
221517214,11/9/2022,5/1/2021,1200,N Hollywood,INTIMATE PARTNER - SIMPLE ASSAULT,39,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,12000    MILAN                        DR
231008462,4/26/2023,3/23/2021,1205,West Valley,THEFT OF IDENTITY,35,M,W,,Invest Cont,7300    ENFIELD                      AV
231106673,3/11/2023,10/1/2021,1215,Northeast,THEFT OF IDENTITY,36,F,W,,Invest Cont,4100    EDENHURST                    AV
232105368,2/1/2023,12/1/2021,1500,Topanga,THEFT OF IDENTITY,32,F,W,,Invest Cont,7200    COZYCROFT                    AV
220516641,12/5/2022,6/11/2021,1200,Harbor,VEHICLE - STOLEN,0,,,,Invest Cont,800    SAMPSON                      AV
221225084,11/30/2022,11/8/2021,1300,77th Street,THEFT OF IDENTITY,57,F,B,,Invest Cont,1500 W  83RD                         ST
220319113,10/25/2022,11/25/2021,1350,Southwest,THEFT OF IDENTITY,38,F,B,,Invest Cont,3900    WESTSIDE                     AV
220712991,8/16/2022,3/16/2021,2125,Wilshire,THEFT OF IDENTITY,30,M,W,,Invest Cont,500 N  SYCAMORE                     AV
220815772,10/19/2022,10/26/2021,800,West LA,THEFT OF IDENTITY,0,X,X,,Invest Cont,12400    EXPOSITION                   BL
222017479,11/21/2022,11/18/2021,1200,Olympic,THEFT OF IDENTITY,64,M,H,,Invest Cont,1500 S  GRAMERCY                     PL
221114851,10/9/2022,10/19/2021,2000,Northeast,BATTERY - SIMPLE ASSAULT,35,M,W,UNKNOWN WEAPON/OTHER WEAPON,Adult Other,4000    CHEVY CHASE                  DR
230609239,4/30/2023,5/1/2021,1550,Hollywood,THEFT OF IDENTITY,37,M,B,,Invest Cont,6600    SANTA MONICA                 BL
231214825,5/28/2023,4/20/2021,1121,77th Street,THEFT OF IDENTITY,38,F,H,,Invest Cont,2000 W  CENTURY                      BL
220510816,7/1/2022,11/26/2021,1200,Harbor,THEFT OF IDENTITY,60,M,W,,Invest Cont,1800    NEWPORT                      TR
222013180,6/10/2022,1/1/2021,1200,Olympic,THEFT OF IDENTITY,17,M,H,,Invest Cont,3000    LEEWARD                      AV
221915365,10/6/2022,9/5/2021,1400,Mission,VEHICLE - STOLEN,0,,,,Invest Cont,9000    BURNET                       AV
222113167,8/17/2022,6/17/2021,1050,Topanga,THEFT OF IDENTITY,35,M,W,,Invest Cont,21400    VANOWEN                      ST
221915073,9/28/2022,1/1/2021,600,Mission,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),11,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,14000    ASTORIA                      ST
220618487,11/1/2022,12/22/2021,1200,Hollywood,THEFT OF IDENTITY,29,F,W,,Invest Cont,1800    CANYON                       DR
230405953,3/1/2023,1/1/2021,800,Hollenbeck,THEFT OF IDENTITY,51,M,H,,Invest Cont,2200    JOHNSTON                     ST
220814946,9/26/2022,7/15/2021,1900,West LA,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,,,,Invest Cont,8500    CASHIO                       ST
222017505,11/17/2022,12/1/2021,100,Olympic,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),13,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1100 S  KENMORE                      AV
232104130,1/5/2023,1/1/2021,1200,Topanga,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,,,,Invest Cont,7000    PENFIELD                     AV
231211894,5/12/2023,3/17/2021,1515,77th Street,THEFT OF IDENTITY,22,F,B,,Invest Cont,1100 W  58TH                         ST
221420528,10/25/2022,9/9/2021,1220,Pacific,THEFT OF IDENTITY,24,M,H,,Invest Cont,2900    KELTON                       AV
220718381,12/29/2022,7/29/2021,1200,Wilshire,THEFT OF IDENTITY,36,F,W,,Invest Cont,800 S  MANSFIELD                    AV
220910132,6/8/2022,10/30/2021,1320,Van Nuys,THEFT OF IDENTITY,53,F,W,,Invest Cont,14200    VALERIO                      ST
221312555,6/8/2022,8/21/2021,1200,Newton,THEFT OF IDENTITY,30,M,H,,Invest Cont,2000 E  15TH                         ST
220711313,7/7/2022,7/21/2021,1644,Wilshire,"BUNCO, GRAND THEFT",58,F,O,,Invest Cont,5200    WILSHIRE                     BL
221416992,9/25/2022,9/2/2021,1300,Pacific,THEFT OF IDENTITY,43,F,B,,Invest Cont,11800    RADIO                        DR
230910818,6/20/2023,6/1/2021,1,Van Nuys,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",41,M,W,,Invest Cont,4500    VAN NUYS                     BL
231705648,1/19/2023,1/8/2021,800,Devonshire,THEFT OF IDENTITY,56,M,W,,Invest Cont,21000    PARTHENIA                    ST
221513363,8/5/2022,7/31/2021,600,N Hollywood,THEFT PLAIN - PETTY ($950 & UNDER),38,M,H,,Invest Cont,11200    CUMPSTON                     ST
221612510,9/16/2022,11/16/2021,1740,Foothill,THEFT OF IDENTITY,37,F,H,,Invest Cont,11500    LEHIGH                       AV
232011019,6/2/2023,1/1/2021,1200,Olympic,THEFT OF IDENTITY,25,F,H,,Invest Cont,800 S  HOBART                       BL
230105291,1/20/2023,7/15/2021,1200,Central,THEFT OF IDENTITY,55,M,H,,Invest Cont,500    MAPLE                        AV
220619010,11/14/2022,7/27/2021,1,Hollywood,THEFT OF IDENTITY,52,M,H,,Invest Cont,6200    YUCCA                        ST
231709314,5/7/2023,2/1/2021,2040,Devonshire,THEFT OF IDENTITY,37,M,W,,Invest Cont,10900    CANBY                        AV
220314045,7/21/2022,7/21/2021,1200,Southwest,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",20,X,X,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,4200    CRENSHAW                     BL
231404699,1/19/2023,7/9/2021,630,Pacific,BURGLARY,28,F,B,,Invest Cont,7000    LA TIJERA                    BL
221414935,8/10/2022,2/12/2021,1600,Pacific,VEHICLE - STOLEN,0,,,,Invest Cont,13100    MINDANAO                     WY
222011190,6/15/2022,11/10/2021,800,Olympic,THEFT OF IDENTITY,52,M,A,,Invest Cont,3400    WILSHIRE                     BL
221512067,7/8/2022,2/15/2021,1000,N Hollywood,THEFT OF IDENTITY,36,F,B,,Invest Cont,11600    KELSEY                       ST
221609518,6/15/2022,5/1/2021,1200,Foothill,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",69,F,W,,Adult Other,12300    FOOTHILL                     BL
221414407,7/28/2022,5/25/2021,300,Pacific,DISTURBING THE PEACE,69,F,W,,Adult Other,3900    GRAND VIEW                   BL
231508671,4/21/2023,7/28/2021,1420,N Hollywood,THEFT OF IDENTITY,57,F,W,,Invest Cont,11600    DUQUE                        DR
230809529,5/13/2023,9/1/2021,2000,West LA,THEFT OF IDENTITY,44,M,O,,Invest Cont,8700    CASHIO                       ST
221220370,9/26/2022,12/29/2021,600,77th Street,THEFT OF IDENTITY,25,F,B,,Invest Cont,800 W  81ST                         ST
221413285,7/1/2022,12/17/2021,1000,Pacific,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",60,F,W,,Invest Cont,8100    MONITORI                     ST
220811288,6/28/2022,10/7/2021,1,West LA,UNAUTHORIZED COMPUTER ACCESS,0,X,X,,Invest Cont,11700    WILSHIRE                     BL
231106485,3/7/2023,8/14/2021,1915,Northeast,THEFT OF IDENTITY,68,M,I,,Invest Cont,5100    LINCOLN                      AV
230907734,3/31/2023,7/1/2021,1200,Van Nuys,DOCUMENT FORGERY / STOLEN FELONY,89,F,W,,Invest Cont,3900    WESLIN                       AV
231411153,5/24/2023,8/16/2021,1700,Pacific,DOCUMENT FORGERY / STOLEN FELONY,61,F,W,,Invest Cont,2200    PROSPECT                     AV
220910054,6/2/2022,4/1/2021,1200,Van Nuys,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),9,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,5000    FULTON                       AV
221912687,8/1/2022,2/5/2021,1200,Mission,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",55,F,H,,Adult Other,8300    WILLIS                       AV
220318672,10/18/2022,7/4/2021,800,Southwest,CRIMINAL THREATS - NO WEAPON DISPLAYED,36,M,B,VERBAL THREAT,Invest Cont,3700    DALTON                       AV
220810990,6/20/2022,11/18/2021,1200,West LA,THEFT OF IDENTITY,31,M,O,,Invest Cont,1400    AMBASSADOR                   ST
230208912,4/12/2023,1/1/2021,1,Rampart,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),8,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,800 S  WESTLAKE                     AV
221014566,9/28/2022,12/11/2021,800,West Valley,THEFT OF IDENTITY,69,M,W,,Invest Cont,6500    VANALDEN                     AV
221610640,7/21/2022,7/18/2021,200,Foothill,ORAL COPULATION,33,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,12300    PIERCE                       ST
220415261,11/10/2022,11/9/2021,1400,Hollenbeck,THEFT PLAIN - PETTY ($950 & UNDER),26,F,H,,Invest Cont,4500    AMBER                        PL
220312970,6/20/2022,10/25/2021,824,Southwest,SHOPLIFTING - PETTY THEFT ($950 & UNDER),20,X,X,,Invest Cont,3500 S  LA CIENEGA                   BL
220311819,6/6/2022,12/7/2021,1400,Southwest,THEFT OF IDENTITY,0,M,X,,Adult Arrest,5000    OBAMA                        BL
231908181,4/18/2023,8/20/2021,925,Mission,THEFT OF IDENTITY,29,M,W,,Invest Cont,13900    HERRON                       ST
231209558,4/3/2023,1/15/2021,2300,77th Street,THEFT OF IDENTITY,31,M,O,,Invest Cont,9100    HAAS                         AV
221412751,6/21/2022,10/15/2021,1200,Pacific,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",0,,,,Invest Cont,4100    LINCOLN                      BL
222114761,9/26/2022,4/27/2021,1,Topanga,DOCUMENT FORGERY / STOLEN FELONY,44,F,O,,Invest Cont,21200    KITTRIDGE                    ST
221609318,6/9/2022,12/15/2021,1200,Foothill,CONTEMPT OF COURT,22,F,H,,Adult Other,13200    MERCER                       ST
231712112,6/26/2023,9/24/2021,1000,Devonshire,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",-1,X,X,,Invest Cont,10200    LINDLEY                      AV
221419134,11/18/2022,9/1/2021,1000,Pacific,INTIMATE PARTNER - SIMPLE ASSAULT,67,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,12700    MITCHELL                     AV
221712757,8/26/2022,8/20/2021,800,Devonshire,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,,,,Invest Cont,21600    NORDHOFF                     ST
230104967,1/15/2023,1/20/2021,1600,Central,VEHICLE - STOLEN,0,,,,Invest Cont,100 S  SPRING                       ST
222014032,8/20/2022,10/20/2021,100,Olympic,THEFT PLAIN - PETTY ($950 & UNDER),62,M,K,,Invest Cont,900 S  KENMORE                      AV
231907386,3/24/2023,12/10/2021,800,Mission,THEFT OF IDENTITY,54,F,H,,Invest Cont,9800    STANWIN                      AV
230405132,2/3/2023,2/3/2021,1615,Hollenbeck,THEFT OF IDENTITY,30,F,W,,Invest Cont,3000    BALDWIN                      ST
230811114,6/21/2023,9/9/2021,1615,West LA,THEFT OF IDENTITY,27,M,W,,Invest Cont,1200    GRANVILLE                    AV
232105390,2/7/2023,6/1/2021,600,Topanga,THEFT OF IDENTITY,66,M,W,,Invest Cont,21800    SATICOY                      ST
220125894,12/7/2022,11/17/2021,1230,Central,VEHICLE - STOLEN,0,,,,Invest Cont,300 S  ALAMEDA                      ST
230906401,3/3/2023,11/18/2021,1500,Van Nuys,THEFT OF IDENTITY,34,F,W,,Invest Cont,4100    NAGLE                        AV
220315718,8/23/2022,8/1/2021,1200,Southwest,INTIMATE PARTNER - AGGRAVATED ASSAULT,28,F,H,HAND GUN,Invest Cont,4100    SOMERSET                     DR
221714863,10/11/2022,1/11/2021,1340,Devonshire,THEFT OF IDENTITY,52,F,W,,Invest Cont,19200    NASHVILLE                    ST
230312859,6/26/2023,10/1/2021,1715,Southwest,THEFT OF IDENTITY,72,M,B,,Invest Cont,3400    ARLINGTON                    AV
220712673,8/8/2022,11/8/2021,1855,Wilshire,THEFT OF IDENTITY,29,F,C,,Invest Cont,400 S  BURNSIDE                     AV
220812323,7/21/2022,8/19/2021,1200,West LA,CRIMINAL THREATS - NO WEAPON DISPLAYED,98,M,W,VERBAL THREAT,Adult Other,8500 W  PICO                         BL
230205612,1/30/2023,7/12/2021,1315,Rampart,THEFT OF IDENTITY,23,M,H,,Invest Cont,500 N  KENMORE                      AV
220614081,8/1/2022,12/1/2021,1,Hollywood,THEFT OF IDENTITY,51,M,W,,Invest Cont,7200    FRANKLIN                     AV
230211591,5/31/2023,1/31/2021,740,Rampart,THEFT OF IDENTITY,39,M,K,,Invest Cont,400 S  OCCIDENTAL                   BL
220617834,10/20/2022,12/22/2021,1200,Hollywood,THEFT OF IDENTITY,29,F,W,,Invest Cont,1800    CANYON                       DR
221910620,6/9/2022,11/15/2021,900,Mission,THEFT OF IDENTITY,21,M,H,,Invest Cont,7900    WOODMAN                      AV
231705335,2/1/2023,8/21/2021,1155,Devonshire,THEFT OF IDENTITY,37,M,W,,Invest Cont,19200    NORDHOFF                     ST
221610957,7/31/2022,9/3/2021,845,Foothill,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0,X,X,,Invest Cont,12500    BRANFORD                     ST
231504363,1/10/2023,8/9/2021,1200,N Hollywood,"BUNCO, GRAND THEFT",87,M,W,,Invest Cont,7000    VARNA                        AV
222112158,7/26/2022,7/21/2021,1200,Topanga,THEFT OF IDENTITY,40,M,W,,Invest Cont,24100    WELBY                        WY
222113770,9/1/2022,9/1/2021,1940,Topanga,INTIMATE PARTNER - AGGRAVATED ASSAULT,33,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,7000    ALABAMA                      AV
221319618,10/11/2022,1/1/2021,1600,Newton,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),11,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,4200    WOODLAWN                     AV
221517719,11/22/2022,9/19/2021,1625,N Hollywood,THEFT OF IDENTITY,53,M,W,,Invest Cont,10800    BLUFFSIDE                    DR
221415593,8/21/2022,9/15/2021,1600,Pacific,THEFT OF IDENTITY,81,F,B,,Invest Cont,3600    MOTOR                        AV
231307528,3/10/2023,3/10/2021,720,Newton,THEFT OF IDENTITY,26,M,B,,Invest Cont,2700 S  GRAND                        AV
220912716,8/17/2022,12/29/2021,810,Van Nuys,THEFT OF IDENTITY,26,F,O,,Invest Cont,14300    CHANDLER                     BL
230304805,1/17/2023,6/14/2021,1200,Southwest,THEFT OF IDENTITY,30,M,B,,Invest Cont,900 W  21ST                         ST
231106907,3/18/2023,10/19/2021,1130,Northeast,THEFT OF IDENTITY,36,F,B,,Invest Cont,4200    NEWDALE                      DR
220221211,12/6/2022,8/1/2021,1400,Rampart,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),16,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,900 N  MADISON                      AV
221218030,8/6/2022,6/1/2021,400,77th Street,THEFT OF IDENTITY,36,F,O,,Invest Cont,1200 W  84TH                         ST
220319150,10/26/2022,4/14/2021,1200,Southwest,THEFT OF IDENTITY,60,M,B,,Invest Cont,4200 W  25TH                         ST
220911171,7/6/2022,10/14/2021,1700,Van Nuys,THEFT OF IDENTITY,31,F,H,,Invest Cont,7200    KESTER                       AV
230110115,4/6/2023,7/20/2021,1700,Central,OTHER MISCELLANEOUS CRIME,33,M,O,,Adult Other,700 W  OLYMPIC                      BL
230804150,1/4/2023,6/1/2021,800,West LA,"BUNCO, GRAND THEFT",64,M,W,,Invest Cont,11300 W  BOLAS                        ST
221415462,8/20/2022,10/5/2021,1600,Pacific,VEHICLE - STOLEN,0,,,,Invest Cont,4500    LINCOLN                      BL
220818252,12/17/2022,2/15/2021,1210,West LA,THEFT OF IDENTITY,56,F,B,,Invest Cont,11400    SANTA MONICA                 BL
230306584,2/17/2023,2/17/2021,915,Southwest,THEFT OF IDENTITY,32,F,O,,Invest Cont,3000    BUCKINGHAM                   RD
220320604,11/21/2022,8/27/2021,1,Southwest,THEFT OF IDENTITY,18,M,H,,Invest Cont,3900    DUBLIN                       AV
221214154,6/19/2022,11/11/2021,1755,77th Street,STALKING,52,F,B,VERBAL THREAT,Adult Other,5400    2ND                          AV
220115165,6/28/2022,10/6/2021,1200,Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",42,F,B,,Invest Cont,1200 S  FIGUEROA                     ST
220114678,6/17/2022,6/6/2021,1300,Central,BIKE - STOLEN,56,F,W,,Invest Cont,1400    NAUD                         ST
220615876,9/4/2022,12/4/2021,2330,Hollywood,THEFT OF IDENTITY,18,M,W,,Invest Cont,7900 W  SUNSET                       BL
230211295,5/25/2023,11/1/2021,600,Rampart,THEFT OF IDENTITY,27,M,H,,Invest Cont,800    BEACON                       AV
220515826,11/8/2022,6/1/2021,600,Harbor,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),15,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,1000 N  MARINE                       AV
220912446,8/10/2022,12/10/2021,1720,Van Nuys,THEFT OF IDENTITY,44,F,W,,Invest Cont,4800    ATOLL                        AV
220613827,7/28/2022,5/17/2021,2100,Hollywood,THEFT PLAIN - PETTY ($950 & UNDER),60,M,W,,Invest Cont,1800 N  CAHUENGA                     BL
231410352,5/12/2023,11/22/2021,930,Pacific,THEFT OF IDENTITY,70,M,W,,Invest Cont,3300    CABRILLO                     BL
220125811,12/5/2022,6/7/2021,100,Central,THEFT OF IDENTITY,25,F,B,,Invest Cont,400 E  7TH                          ST
220913795,9/13/2022,4/5/2021,100,Van Nuys,THEFT OF IDENTITY,21,F,H,,Invest Cont,6200    COLDWATER CANYON             AV
220817872,12/7/2022,6/21/2021,1800,West LA,THEFT OF IDENTITY,71,M,W,,Invest Cont,800 N  KENTER                       AV
220318489,10/14/2022,6/17/2021,1900,Southwest,INTIMATE PARTNER - SIMPLE ASSAULT,28,F,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,700 W  41ST                         PL
220211958,6/15/2022,11/2/2021,2200,Rampart,BURGLARY,28,M,W,,Adult Other,300 N  WESTLAKE                     AV
230304917,1/19/2023,5/29/2021,2210,Southwest,THEFT OF IDENTITY,36,M,A,,Invest Cont,4000 S  MUIRFIELD                    RD
222013179,6/10/2022,7/28/2021,1200,Olympic,THEFT OF IDENTITY,39,M,K,,Invest Cont,2800    JAMES M WOOD                 BL
222018164,12/8/2022,4/2/2021,800,Olympic,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,X,X,,Invest Cont,900 S  VERMONT                      AV
221717229,8/14/2022,9/11/2021,1158,Devonshire,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",55,F,W,,Adult Other,8600    FORBES                       AV
